"GoldLabel","Premise","Hypothesis","PairID","CZpremise","CZhypothesis"
"entailment","A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other.","A guy is standing in a bathroom.","74759622.jpg#0r1e","Před záchodem stojí chlap s kelímkem od kafe v jedné ruce a kartáčkem na záchod v druhé.","Na záchodě stojí chlap."
"contradiction","A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other.","A man is attempting to brew coffee.","74759622.jpg#0r1c","Před záchodem stojí chlap s kelímkem od kafe v jedné ruce a kartáčkem na záchod v druhé.","Muž se pokouší uvařit kávu."
"contradiction","A guy is standing in front of a toilet with a coffee cup in one hand and a toilet brush in the other.","A man may have created a monster too unwilling to be flushed.","74759622.jpg#0r1n","Před záchodem stojí chlap s kelímkem od kafe v jedné ruce a kartáčkem na záchod v druhé.","Člověk možná stvořil monstrum příliš neochotné na to, aby bylo spláchnuto."
"contradiction","A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit.","The girl is standing on a bench.","3016521240.jpg#1r1c","Dívka sedí na lavičce a drží nafukovacího tygra vedle jiné dívky v barevném oblečení.","Dívka stojí na lavičce."
"neutral","A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit.","The girl in the colorful outfit is the other girl's sister.","3016521240.jpg#1r1n","Dívka sedí na lavičce a drží nafukovacího tygra vedle jiné dívky v barevném oblečení.","Ta dívka v barevném oblečení je sestra té druhé dívky."
"entailment","A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit.","The girl sitting on the bench is next to another girl.","3016521240.jpg#1r1e","Dívka sedí na lavičce a drží nafukovacího tygra vedle jiné dívky v barevném oblečení.","Dívka sedící na lavičce je vedle jiné dívky."
"entailment","Five people are playing in a gymnasium.","five people playing","4329263730.jpg#2r1e","Pět lidí hraje v tělocvičně.","hraje pět lidí"
"neutral","Five people are playing in a gymnasium.","the people are girls","4329263730.jpg#2r1n","Pět lidí hraje v tělocvičně.","lidé jsou dívky"
"contradiction","Five people are playing in a gymnasium.","the people are at home","4329263730.jpg#2r1c","Pět lidí hraje v tělocvičně.","lidé jsou doma"
"neutral","A man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city.","The man is tired from riding his bike.","4487209262.jpg#0r1n","Na lavičce vedle kola sedí muž a pozoruje okolní krajinu s výhledem na rušné město.","Muž je unavený z jízdy na kole."
"contradiction","A man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city.","The man is riding his bike in the country.","4487209262.jpg#0r1c","Na lavičce vedle kola sedí muž a pozoruje okolní krajinu s výhledem na rušné město.","Ten muž jezdí po celé zemi na kole."
"entailment","A man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city.","The man is sitting on a bench.","4487209262.jpg#0r1e","Na lavičce vedle kola sedí muž a pozoruje okolní krajinu s výhledem na rušné město.","Ten muž sedí na lavičce."
"neutral","These three men dressed in blue, yellow and white, are playing a sport.","The men are playing football.","7671490798.jpg#0r1n","Tito tři muži v modrém, žlutém a bílém, hrají sport.","Muži hrají fotbal."
"entailment","These three men dressed in blue, yellow and white, are playing a sport.","There are three men playing a sport.","7671490798.jpg#0r1e","Tito tři muži v modrém, žlutém a bílém, hrají sport.","Jsou tam tři muži, kteří hrají sport."
"contradiction","These three men dressed in blue, yellow and white, are playing a sport.","The men are dressed in all black.","7671490798.jpg#0r1c","Tito tři muži v modrém, žlutém a bílém, hrají sport.","Muži jsou oblečeni v černém."
"contradiction","A doctor is performing surgery.","A doctor is cooking dinner.","380808487.jpg#4r1c","Doktor provádí operaci.","Doktor vaří večeři."
"entailment","A doctor is performing surgery.","A doctor is performing surgery.","380808487.jpg#4r1e","Doktor provádí operaci.","Doktor provádí operaci."
"neutral","A doctor is performing surgery.","A doctor is doing a good job.","380808487.jpg#4r1n","Doktor provádí operaci.","Doktor odvádí dobrou práci."
"neutral","Two women eating lunch in a cafe smile at the photographer.","Two models are photographed by a paparazzi.","3822535114.jpg#2r1n","Dvě ženy obědvající v kavárně se na fotografa usmívají.","Dvě modelky fotí paparazzi."
"contradiction","Two women eating lunch in a cafe smile at the photographer.","Two men are shopping at home depot.","3822535114.jpg#2r1c","Dvě ženy obědvající v kavárně se na fotografa usmívají.","Dva muži nakupují v domácím skladu."
"entailment","Two women eating lunch in a cafe smile at the photographer.","Two women are enjoying a meal at a cafe.","3822535114.jpg#2r1e","Dvě ženy obědvající v kavárně se na fotografa usmívají.","Dvě ženy si pochutnávají na jídle v kavárně."
"entailment","Children participating at a party while looking at the one kid in exuberance over the new toy.","Children are at a party","300777683.jpg#0r1e","Děti účastnící se večírku, zatímco se dívají na jedno dítě s nevázaným výrazem nad novou hračkou.","Děti jsou na večírku"
"neutral","Children participating at a party while looking at the one kid in exuberance over the new toy.","A child just opened his smallest gift at his party","300777683.jpg#0r1n","Děti účastnící se večírku, zatímco se dívají na jedno dítě s nevázaným výrazem nad novou hračkou.","Dítě právě otevřelo svůj nejmenší dárek na své oslavě"
"contradiction","Children participating at a party while looking at the one kid in exuberance over the new toy.","A child is in the gym playing basketball","300777683.jpg#0r1c","Děti účastnící se večírku, zatímco se dívají na jedno dítě s nevázaným výrazem nad novou hračkou.","Dítě je v tělocvičně a hraje basketbal."
"neutral","A chef is giving a sample of food to a customer.","A chef gives a sample of his specialty.","4270148661.jpg#1r1n","Šéfkuchař dává zákazníkovi vzorek jídla.","Šéfkuchař dává vzorek své speciality."
"contradiction","A chef is giving a sample of food to a customer.","A man rides a bike.","4270148661.jpg#1r1c","Šéfkuchař dává zákazníkovi vzorek jídla.","Muž jezdí na kole."
"entailment","A chef is giving a sample of food to a customer.","A chef gives a sample.","4270148661.jpg#1r1e","Šéfkuchař dává zákazníkovi vzorek jídla.","Šéfkuchař dává vzorek."
"neutral","The crew shells are passing under marker 7, with the nearest shell in front by a good margin.","a race of some sort is underway","7232749356.jpg#0r1n","Mušle posádek projíždějí pod značkou 7, s nejbližší střelou vpředu s velkým náskokem.","probíhá nějaký závod"
"contradiction","The crew shells are passing under marker 7, with the nearest shell in front by a good margin.","two men walk on a beach","7232749356.jpg#0r1c","Mušle posádek projíždějí pod značkou 7, s nejbližší střelou vpředu s velkým náskokem.","dva muži se procházejí po pláži"
"entailment","The crew shells are passing under marker 7, with the nearest shell in front by a good margin.","some shells pass under a marker marked 7","7232749356.jpg#0r1e","Mušle posádek projíždějí pod značkou 7, s nejbližší střelou vpředu s velkým náskokem.","některé střely procházejí pod značkou označenou 7"
"neutral","Elderly man painting a picture with a small paintbrush.","An elderly artist is painting his latest masterpiece.","5770115416.jpg#3r1n","Starší muž maluje obraz malým štětcem.","Starší umělec maluje své nejnovější mistrovské dílo."
"contradiction","Elderly man painting a picture with a small paintbrush.","A baby is smearing food all over his high chair tray.","5770115416.jpg#3r1c","Starší muž maluje obraz malým štětcem.","Dítě rozmazává jídlo po celém tácu na vysoké židli."
"entailment","Elderly man painting a picture with a small paintbrush.","An old man is creating art.","5770115416.jpg#3r1e","Starší muž maluje obraz malým štětcem.","Starý muž vytváří umění."
"neutral","This football team wears red shirts and red helmets.","They are outdoors on the field.","241347803.jpg#3r1n","Tenhle fotbalový tým nosí červená trička a červené helmy.","Jsou venku na hřišti."
"contradiction","This football team wears red shirts and red helmets.","They are throwing ice cream at homeless people.","241347803.jpg#3r1c","Tenhle fotbalový tým nosí červená trička a červené helmy.","Házejí zmrzlinu na bezdomovce."
"entailment","This football team wears red shirts and red helmets.","They are playing football.","241347803.jpg#3r1e","Tenhle fotbalový tým nosí červená trička a červené helmy.","Oni hrají fotbal."
"neutral","A girl and two boys are playing in water.","The children are at the beach.","4806313842.jpg#3r1n","Dívka a dva chlapci si hrají ve vodě.","Děti jsou na pláži."
"contradiction","A girl and two boys are playing in water.","The children are eating dinner at a restaurant.","4806313842.jpg#3r1c","Dívka a dva chlapci si hrají ve vodě.","Děti právě večeří v restauraci."
"entailment","A girl and two boys are playing in water.","The children are wet.","4806313842.jpg#3r1e","Dívka a dva chlapci si hrají ve vodě.","Děti jsou mokré."
"entailment","Two girls are walking in car wash parking lot.","Two girls walk in a parking lot.","3039200576.jpg#3r1e","Dvě holky se procházejí na parkovišti u myčky.","Dvě holky se procházejí po parkovišti."
"contradiction","Two girls are walking in car wash parking lot.","A girl drives a jet ski.","3039200576.jpg#3r1c","Dvě holky se procházejí na parkovišti u myčky.","Holka jezdí na vodním skútru."
"neutral","Two girls are walking in car wash parking lot.","Two girls drop of their car to be washed.","3039200576.jpg#3r1n","Dvě holky se procházejí na parkovišti u myčky.","Dvě dívky vysadí z auta, aby se umyly."
"entailment","A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage.","One person sits at a restaurant table while another pulls luggage across the street while holding a gift bag.","4534889800.jpg#0r1e","Muž v zástěře sedí u stolu před restaurací, zatímco jiný muž přechází ulici s fialovou dárkovou taškou a balícími zavazadly.","Jeden člověk sedí u stolu v restauraci, zatímco druhý táhne zavazadla přes ulici a v ruce drží dárkovou tašku."
"contradiction","A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage.","Two men pull luggage across the street, while wearing aprons.","4534889800.jpg#0r1c","Muž v zástěře sedí u stolu před restaurací, zatímco jiný muž přechází ulici s fialovou dárkovou taškou a balícími zavazadly.","Dva muži táhnou zavazadla přes ulici a mají zástěry."
"neutral","A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage.","The waiter takes a break after cleaning up the cafe, and the last customer leaves.","4534889800.jpg#0r1n","Muž v zástěře sedí u stolu před restaurací, zatímco jiný muž přechází ulici s fialovou dárkovou taškou a balícími zavazadly.","Číšník si dá pauzu po úklidu kavárny a poslední zákazník odchází."
"contradiction","A girl in a purple sweatshirt bends over backwards.","A boy bends over backwards and breaks his back.","3185371756.jpg#2r1c","Dívka ve fialové mikině se naklání dozadu.","Chlapec se předkloní a zlomí si záda."
"entailment","A girl in a purple sweatshirt bends over backwards.","A girl bends over backwards.","3185371756.jpg#2r1e","Dívka ve fialové mikině se naklání dozadu.","Dívka se předkloní."
"neutral","A girl in a purple sweatshirt bends over backwards.","A girl bends over backwards to do her gymnastics routine.","3185371756.jpg#2r1n","Dívka ve fialové mikině se naklání dozadu.","Dívka se předkloní, aby si zatrénovala s gymnastikou."
"entailment","A little boy in green is kicking a soccer ball and 6 boys in referee shirts are following him.","There are many children around.","2370481277.jpg#0r1e","Malý chlapec v zeleném kope do fotbalového míče a šest chlapců v rozhodčích ho sleduje.","Kolem je spousta dětí."
"neutral","A little boy in green is kicking a soccer ball and 6 boys in referee shirts are following him.","The kid is competing in a game.","2370481277.jpg#0r1n","Malý chlapec v zeleném kope do fotbalového míče a šest chlapců v rozhodčích ho sleduje.","Ten kluk soutěží ve hře."
"contradiction","A little boy in green is kicking a soccer ball and 6 boys in referee shirts are following him.","The girls are putting on makeup in the room.","2370481277.jpg#0r1c","Malý chlapec v zeleném kope do fotbalového míče a šest chlapců v rozhodčích ho sleduje.","Holky se v pokoji líčí."
"contradiction","Several dancers are doing leg lifts on stage.","The dancers are swimming in a lake.","2333975414.jpg#2r1c","Několik tanečníků dělá na pódiu zvedačky nohou.","Tanečníci se koupou v jezeře."
"entailment","Several dancers are doing leg lifts on stage.","Performers are doing a show at an event.","2333975414.jpg#2r1n","Několik tanečníků dělá na pódiu zvedačky nohou.","Účinkující dělají show na jedné akci."
"entailment","Several dancers are doing leg lifts on stage.","Many dancers are lifting their legs up on a stage.","2333975414.jpg#2r1e","Několik tanečníků dělá na pódiu zvedačky nohou.","Mnoho tanečníků zvedá nohy na jevišti."
"neutral","Two women dressed for cold weather in jackets and gloves look at something on a cellphone screen.","The women are wearing pink hats.","2085726719.jpg#0r1n","Dvě ženy oblečené do zimního počasí v bundách a rukavicích se na něco dívají na obrazovce mobilního telefonu.","Ženy mají růžové klobouky."
"contradiction","Two women dressed for cold weather in jackets and gloves look at something on a cellphone screen.","The woman is alone in her bathroom.","2085726719.jpg#0r1c","Dvě ženy oblečené do zimního počasí v bundách a rukavicích se na něco dívají na obrazovce mobilního telefonu.","Ta žena je sama ve své koupelně."
"entailment","Two women dressed for cold weather in jackets and gloves look at something on a cellphone screen.","The women are near the cellphone.","2085726719.jpg#0r1e","Dvě ženy oblečené do zimního počasí v bundách a rukavicích se na něco dívají na obrazovce mobilního telefonu.","Ženy jsou blízko mobilu."
"contradiction","Two women and a younger girl laugh and converse in front of a green tent and blue microphone.","Two women and a younger girl don't laugh","4390537722.jpg#0r1c","Dvě ženy a mladší dívka se smějí a rozmlouvají před zeleným stanem a modrým mikrofonem.","Dvě ženy a mladší dívka se nesmějou."
"entailment","Two women and a younger girl laugh and converse in front of a green tent and blue microphone.","Two women and a younger girl laugh","4390537722.jpg#0r1e","Dvě ženy a mladší dívka se smějí a rozmlouvají před zeleným stanem a modrým mikrofonem.","Dvě ženy a mladší dívka se smějí"
"entailment","Two women and a younger girl laugh and converse in front of a green tent and blue microphone.","Two women and a younger girl joyously laugh","4390537722.jpg#0r1n","Dvě ženy a mladší dívka se smějí a rozmlouvají před zeleným stanem a modrým mikrofonem.","Dvě ženy a mladší dívka se radostně smějí"
"entailment","Two entertainers on a stage performing acrobatic moves.","Two entertainers are performing acrobatics.","3791591952.jpg#3r1e","Dva baviči na pódiu předvádějící akrobatické pohyby.","Dva baviči předvádějí akrobacii."
"neutral","Two entertainers on a stage performing acrobatic moves.","Two entertainers are performing acrobatics in a car.","3791591952.jpg#3r1c","Dva baviči na pódiu předvádějící akrobatické pohyby.","Dva baviči předvádějí akrobacii v autě."
"neutral","Two entertainers on a stage performing acrobatic moves.","Two entertainers are performing acrobatics for an unusually large crowd.","3791591952.jpg#3r1n","Dva baviči na pódiu předvádějící akrobatické pohyby.","Dva baviči předvádějí akrobacii pro nezvykle velký dav."
"entailment","Four men are standing outside near a white truck bed.","men standing outside","46663846.jpg#1r1e","Venku u bílého korby stojí čtyři muži.","muži stojící venku"
"neutral","Four men are standing outside near a white truck bed.","four men chatting","46663846.jpg#1r1n","Venku u bílého korby stojí čtyři muži.","čtyři muži klábosí"
"contradiction","Four men are standing outside near a white truck bed.","three men near a truck","46663846.jpg#1r1c","Venku u bílého korby stojí čtyři muži.","tři muži u náklaďáku"
"contradiction","A large man in white dances in the middle of a crowd holding a beverage in his hand.","Two girls crowd surf at a rave.","374103966.jpg#1r1c","Velký muž v bílém tančí uprostřed davu a v ruce drží nápoj.","Dvě holky surfují na párty."
"neutral","A large man in white dances in the middle of a crowd holding a beverage in his hand.","A man dances at a wedding.","374103966.jpg#1r1n","Velký muž v bílém tančí uprostřed davu a v ruce drží nápoj.","Muž tančí na svatbě."
"neutral","A large man in white dances in the middle of a crowd holding a beverage in his hand.","A man is enjoying himself dancing.","374103966.jpg#1r1e","Velký muž v bílém tančí uprostřed davu a v ruce drží nápoj.","Muž si užívá tanec."
"entailment","A worried blond-haired baby is sitting inside a large, shiny metal cooking pot that is on top of an electric stove.","A baby in a pot on the stove.","3308612894.jpg#0r1e","Uvnitř velkého lesklého kovového hrnce na vaření, který je na elektrickém sporáku, sedí ustarané světlovlasé miminko.","Dítě v hrnci na sporáku."
"neutral","A worried blond-haired baby is sitting inside a large, shiny metal cooking pot that is on top of an electric stove.","A baby being cooked on the stove.","3308612894.jpg#0r1n","Uvnitř velkého lesklého kovového hrnce na vaření, který je na elektrickém sporáku, sedí ustarané světlovlasé miminko.","Dítě vařené na sporáku."
"contradiction","A worried blond-haired baby is sitting inside a large, shiny metal cooking pot that is on top of an electric stove.","A baby in his stroller outside.","3308612894.jpg#0r1c","Uvnitř velkého lesklého kovového hrnce na vaření, který je na elektrickém sporáku, sedí ustarané světlovlasé miminko.","Venku dítě v kočárku."
"contradiction","A band performing with a girl singing and a guy next to her singing as well while playing the guitar","They are an all-guy band.","7203576450.jpg#2r1c","Kapela vystupující s dívkou, která zpívá, a chlapem vedle ní, který také zpívá, zatímco hraje na kytaru.","Je to chlapská kapela."
"neutral","A band performing with a girl singing and a guy next to her singing as well while playing the guitar","They like rock music the best.","7203576450.jpg#2r1n","Kapela vystupující s dívkou, která zpívá, a chlapem vedle ní, který také zpívá, zatímco hraje na kytaru.","Nejvíc se jim líbí rocková hudba."
"entailment","A band performing with a girl singing and a guy next to her singing as well while playing the guitar","A band is performing.","7203576450.jpg#2r1e","Kapela vystupující s dívkou, která zpívá, a chlapem vedle ní, který také zpívá, zatímco hraje na kytaru.","Vystupuje kapela."
"contradiction","A female sings and plays into a microphone and a male in green striped shorts plays a hand drum","a woman plays the piano","3717886615.jpg#1r1c","Žena zpívá a hraje do mikrofonu a muž v zeleně pruhovaných šortkách hraje na buben","žena hraje na klavír"
"entailment","A female sings and plays into a microphone and a male in green striped shorts plays a hand drum","a woman sings into a microphone","3717886615.jpg#1r1e","Žena zpívá a hraje do mikrofonu a muž v zeleně pruhovaných šortkách hraje na buben","žena zpívá do mikrofonu"
"neutral","A female sings and plays into a microphone and a male in green striped shorts plays a hand drum","a woman sings her favorite song into a microphone","3717886615.jpg#1r1n","Žena zpívá a hraje do mikrofonu a muž v zeleně pruhovaných šortkách hraje na buben","žena zpívá svou oblíbenou píseň do mikrofonu"
"neutral","Six men, all wearing identifying number plaques, are participating in an outdoor race.","a group of marathoners run","3229604446.jpg#0r1n","Šest mužů, všichni s identifikačními čísly, se účastní venkovního závodu.","skupina maratonců běží"
"entailment","Six men, all wearing identifying number plaques, are participating in an outdoor race.","a number of guys wearing numbers race outside","3229604446.jpg#0r1e","Šest mužů, všichni s identifikačními čísly, se účastní venkovního závodu.","řada chlapů s čísly závodí venku"
"contradiction","Six men, all wearing identifying number plaques, are participating in an outdoor race.","a man sits in a chair printing running bib numbers","3229604446.jpg#0r1c","Šest mužů, všichni s identifikačními čísly, se účastní venkovního závodu.","muž sedí v křesle a tiskne čísla brýlí"
"contradiction","Little girl and older male, holding hands and walking on train tracks.","A man and his wife eating raw oysters.","3514188115.jpg#2r1c","Holčička a starší muž, drží se za ruce a chodí po kolejích.","Muž a jeho žena jedí syrové ústřice."
"entailment","Little girl and older male, holding hands and walking on train tracks.","People outside.","3514188115.jpg#2r1e","Holčička a starší muž, drží se za ruce a chodí po kolejích.","Lidi venku."
"neutral","Little girl and older male, holding hands and walking on train tracks.","A father and daughter taking a walk.","3514188115.jpg#2r1n","Holčička a starší muž, drží se za ruce a chodí po kolejích.","Otec s dcerou na procházce."
"entailment","The pets play in the apartment.","The animals are playing.","2882483779.jpg#4r1e","Zvířata si hrají v bytě.","Zvířata si hrají."
"contradiction","The pets play in the apartment.","The animals are playing outside.","2882483779.jpg#4r1c","Zvířata si hrají v bytě.","Zvířata si hrají venku."
"neutral","The pets play in the apartment.","The dogs are playing with cats.","2882483779.jpg#4r1n","Zvířata si hrají v bytě.","Psi si hrají s kočkami."
"neutral","Young African children are playing in a dirt and gravel street dressed in shorts and t-shirts.","The children are playing soccer.","245844116.jpg#0r1n","Malé africké děti si hrají na špinavé a štěrkové ulici oblečené do kraťasů a triček.","Děti hrají fotbal."
"entailment","Young African children are playing in a dirt and gravel street dressed in shorts and t-shirts.","Children are playing in a dirt street.","245844116.jpg#0r1e","Malé africké děti si hrají na špinavé a štěrkové ulici oblečené do kraťasů a triček.","Děti si hrají na špinavé ulici."
"contradiction","Young African children are playing in a dirt and gravel street dressed in shorts and t-shirts.","The children are in their house washing dishes.","245844116.jpg#0r1c","Malé africké děti si hrají na špinavé a štěrkové ulici oblečené do kraťasů a triček.","Děti jsou doma a myjí nádobí."
"contradiction","The tops of a large number of balloons are visible behind a wall, with a large high rise building in the background.","A man and woman watch the sun set over the ocean.","4935649066.jpg#0r1c","Vrcholky velkého množství balonů jsou viditelné za zdí s velkou výškovou budovou v pozadí.","Muž a žena pozorují západ slunce nad oceánem."
"neutral","The tops of a large number of balloons are visible behind a wall, with a large high rise building in the background.","A bunch of balloons can be seen as people wait for a surprise party to start.","4935649066.jpg#0r1n","Vrcholky velkého množství balonů jsou viditelné za zdí s velkou výškovou budovou v pozadí.","Hromada balónků může být vnímána tak, že lidé čekají, až začne večírek s překvapením."
"entailment","The tops of a large number of balloons are visible behind a wall, with a large high rise building in the background.","The balloons are outside.","4935649066.jpg#0r1e","Vrcholky velkého množství balonů jsou viditelné za zdí s velkou výškovou budovou v pozadí.","Balónky jsou venku."
"-","Two blond girls in white dresses, one much smaller than the other, stand on the bank of a large body of water.","The girls are much smaller than the other","2769233092.jpg#3r1n","Dvě blonďaté dívky v bílých šatech, jedna mnohem menší než druhá, stojí na břehu velké vodní plochy.","Holky jsou mnohem menší než ostatní."
"entailment","Two blond girls in white dresses, one much smaller than the other, stand on the bank of a large body of water.","The girls are wearing white dresses","2769233092.jpg#3r1e","Dvě blonďaté dívky v bílých šatech, jedna mnohem menší než druhá, stojí na břehu velké vodní plochy.","Dívky mají bílé šaty"
"contradiction","Two blond girls in white dresses, one much smaller than the other, stand on the bank of a large body of water.","The girls are sleeping.","2769233092.jpg#3r1c","Dvě blonďaté dívky v bílých šatech, jedna mnohem menší než druhá, stojí na břehu velké vodní plochy.","Holky už spí."
"entailment","Thick clouds masked the sky for the Braun sponsored event as the crowd looked up at the raised platform while a small group of bike stunt riders watched one rider land on his feet while his bike was still in the air.","A group of bike stunt riders are at an event.","4091988669.jpg#0r1e","Hustá mračna zakrývala oblohu před akcí sponzorovanou Braunem, když dav vzhlédl k vyvýšené plošině, zatímco malá skupinka cyklistických kaskadérů sledovala, jak jeden z jezdců přistává na nohou, zatímco jeho kolo je stále ve vzduchu.","Skupina cyklistických kaskadérů je na akci."
"neutral","Thick clouds masked the sky for the Braun sponsored event as the crowd looked up at the raised platform while a small group of bike stunt riders watched one rider land on his feet while his bike was still in the air.","They are hoping that they get a chance to perform, because it looks like it might rain.","4091988669.jpg#0r1n","Hustá mračna zakrývala oblohu před akcí sponzorovanou Braunem, když dav vzhlédl k vyvýšené plošině, zatímco malá skupinka cyklistických kaskadérů sledovala, jak jeden z jezdců přistává na nohou, zatímco jeho kolo je stále ve vzduchu.","Doufají, že dostanou šanci vystoupit, protože to vypadá, že by mohlo pršet."
"contradiction","Thick clouds masked the sky for the Braun sponsored event as the crowd looked up at the raised platform while a small group of bike stunt riders watched one rider land on his feet while his bike was still in the air.","There are a group of people standing by ATV's, waiting for a race to start.","4091988669.jpg#0r1c","Hustá mračna zakrývala oblohu před akcí sponzorovanou Braunem, když dav vzhlédl k vyvýšené plošině, zatímco malá skupinka cyklistických kaskadérů sledovala, jak jeden z jezdců přistává na nohou, zatímco jeho kolo je stále ve vzduchu.","U terénních aut stojí skupina lidí a čeká na start závodu."
"neutral","A middle-aged man in a gray t-shirt and brown pants sitting on his bed reading a flyer-like paper.","He is reading a flyer about a new job he is interested in.","263984805.jpg#0r1n","Muž středního věku v šedém tričku a hnědých kalhotách sedí na posteli a čte letákový papír.","Čte si leták o nové práci, která ho zajímá."
"entailment","A middle-aged man in a gray t-shirt and brown pants sitting on his bed reading a flyer-like paper.","A man is sitting on his bed reading.","263984805.jpg#0r1e","Muž středního věku v šedém tričku a hnědých kalhotách sedí na posteli a čte letákový papír.","Na posteli sedí muž a čte si."
"contradiction","A middle-aged man in a gray t-shirt and brown pants sitting on his bed reading a flyer-like paper.","A man is sleeping on his bed.","263984805.jpg#0r1c","Muž středního věku v šedém tričku a hnědých kalhotách sedí na posteli a čte letákový papír.","Na posteli spí muž."
"contradiction","Young man with a beard is sitting on the edge of the bed reading a manual.","He is standing on his head.","263984805.jpg#1r1c","Mladík s plnovousem sedí na kraji postele a čte si příručku.","Stojí na hlavě."
"entailment","Young man with a beard is sitting on the edge of the bed reading a manual.","He is learning something.","263984805.jpg#1r1e","Mladík s plnovousem sedí na kraji postele a čte si příručku.","Něco se učí."
"neutral","Young man with a beard is sitting on the edge of the bed reading a manual.","He has the light on.","263984805.jpg#1r1n","Mladík s plnovousem sedí na kraji postele a čte si příručku.","Má zapnuté světlo."
"contradiction","Ski equipment sits alone on a snowy mountain","Water skis are sitting on a pier.","2053733930.jpg#3r1c","Lyžařské vybavení sedí samo na zasněžené hoře","Vodní lyže jsou na molu."
"neutral","Ski equipment sits alone on a snowy mountain","Skis and boots are outside a ski lodge while the skiers enjoy a hot drink indoors.","2053733930.jpg#3r1n","Lyžařské vybavení sedí samo na zasněžené hoře","Lyže a boty jsou před lyžařskou chatou, zatímco lyžaři si užívají teplé pití uvnitř."
"entailment","Ski equipment sits alone on a snowy mountain","Some skis are sitting in the snow.","2053733930.jpg#3r1e","Lyžařské vybavení sedí samo na zasněžené hoře","Některé lyže leží ve sněhu."
"entailment","A man tries to get himself into shape on a treadmill.","A man exercising.","2237364221.jpg#3r1e","Člověk se snaží dostat do formy na běžícím pásu.","Muž cvičící."
"contradiction","A man tries to get himself into shape on a treadmill.","A woman outside","2237364221.jpg#3r1c","Člověk se snaží dostat do formy na běžícím pásu.","Žena venku"
"neutral","A man tries to get himself into shape on a treadmill.","A man running on a treadmill to run a marathon","2237364221.jpg#3r1n","Člověk se snaží dostat do formy na běžícím pásu.","Muž běžící na běžícím pásu, aby uběhl maraton"
"entailment","There are a lot of people in front of a tan building with colorful squares hanging from the top.","Men and women stand in front of a building","3307667255.jpg#0r1n","Před opálenou budovou s barevnými čtverci nahoře je spousta lidí.","Muži a ženy stojí před budovou"
"entailment","There are a lot of people in front of a tan building with colorful squares hanging from the top.","People stand in front of a building","3307667255.jpg#0r1e","Před opálenou budovou s barevnými čtverci nahoře je spousta lidí.","Lidé stojí před budovou"
"contradiction","There are a lot of people in front of a tan building with colorful squares hanging from the top.","People burn the red building on fire","3307667255.jpg#0r1c","Před opálenou budovou s barevnými čtverci nahoře je spousta lidí.","Lidé zapálili červenou budovu."
"contradiction","Two men are standing in front of musical mixing equipment.","Two men are sitting down on the couch.","541552675.jpg#2r1c","Dva muži stojí před hudebním mixážním zařízením.","Dva muži sedí na pohovce."
"neutral","Two men are standing in front of musical mixing equipment.","There are people indoors.","541552675.jpg#2r1e","Dva muži stojí před hudebním mixážním zařízením.","Uvnitř jsou lidé."
"neutral","Two men are standing in front of musical mixing equipment.","Two men are making sure the musical mixing equipment is good to go for Skrillex.","541552675.jpg#2r1n","Dva muži stojí před hudebním mixážním zařízením.","Dva muži se ujišťují, že hudební mixážní zařízení je připraveno na Skrillex."
"entailment","There is a teen boy and a younger boy with the same shirts on in a room full of people.","People are in a room.","3958929614.jpg#1r1e","V místnosti plné lidí je dospívající chlapec a mladší chlapec se stejnými košilemi.","Lidé jsou v místnosti."
"contradiction","There is a teen boy and a younger boy with the same shirts on in a room full of people.","People are walking along the beach.","3958929614.jpg#1r1c","V místnosti plné lidí je dospívající chlapec a mladší chlapec se stejnými košilemi.","Lidé se procházejí po pláži."
"neutral","There is a teen boy and a younger boy with the same shirts on in a room full of people.","People are on a class trip.","3958929614.jpg#1r1n","V místnosti plné lidí je dospívající chlapec a mladší chlapec se stejnými košilemi.","Lidé jsou na třídním výletě."
"entailment","Skiiers are walking through the snow near the mountains.","There are people in the snow.","2187904131.jpg#0r1e","Lyžaři se procházejí sněhem u hor.","Ve sněhu jsou lidé."
"neutral","Skiiers are walking through the snow near the mountains.","There are people and animals in the snow.","2187904131.jpg#0r1n","Lyžaři se procházejí sněhem u hor.","Ve sněhu jsou lidé a zvířata."
"contradiction","Skiiers are walking through the snow near the mountains.","People are at the beach.","2187904131.jpg#0r1c","Lyžaři se procházejí sněhem u hor.","Lidé jsou na pláži."
"neutral","A baby with star shades on.","A baby getting its picture taken.","2276230068.jpg#4r1n","Dítě s hvězdnými brýlemi.","Dítě, které se nechá vyfotit."
"entailment","A baby with star shades on.","A baby wearing glasses.","2276230068.jpg#4r1e","Dítě s hvězdnými brýlemi.","Dítě s brýlemi."
