"GoldLabel","Premise","Hypothesis","PairID","CZpremise","CZhypothesis"
"entailment","A woman poses for a picture with a child.","The woman and child take a picture together.","2858408189.jpg#3r1e","Žena pózuje pro fotku s dítětem.","Žena a dítě se spolu vyfotí."
"contradiction","A woman poses for a picture with a child.","A woman and child climb a tree.","2858408189.jpg#3r1c","Žena pózuje pro fotku s dítětem.","Žena a dítě vylezou na strom."
"entailment","A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.","The blanket is white.","2858408189.jpg#0r1e","Žena s bílou pokrývkou přes hlavu drží dítě zabalené v modré, růžové a žluté dece.","Deka je bílá."
"contradiction","A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.","The blanket is black.","2858408189.jpg#0r1c","Žena s bílou pokrývkou přes hlavu drží dítě zabalené v modré, růžové a žluté dece.","Ta deka je černá."
"neutral","A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.","The baby had dark hair.","2858408189.jpg#0r1n","Žena s bílou pokrývkou přes hlavu drží dítě zabalené v modré, růžové a žluté dece.","Dítě mělo tmavé vlasy."
"neutral","A young boy swings a hula hoop while other children sit on the floor with their hoops.","The boy is 8","6892893152.jpg#2r1n","Mladý chlapec máchá obručí hula, zatímco ostatní děti sedí na podlaze s obručí.","Chlapci je 8"
"entailment","A young boy swings a hula hoop while other children sit on the floor with their hoops.","A young boy swings","6892893152.jpg#2r1e","Mladý chlapec máchá obručí hula, zatímco ostatní děti sedí na podlaze s obručí.","Mladý chlapec se houpe"
"contradiction","A young boy swings a hula hoop while other children sit on the floor with their hoops.","The boy is sitting down","6892893152.jpg#2r1c","Mladý chlapec máchá obručí hula, zatímco ostatní děti sedí na podlaze s obručí.","Chlapec si sedá."
"contradiction","A young girl, is mid jump, while performing a dance routine.","A young girl doesn't jump while performing her routine.","5269420231.jpg#2r1c","Mladá dívka, je uprostřed skoku, zatímco předvádí taneční číslo.","Mladá dívka neskáče, když předvádí svou sestavu."
"entailment","A young girl, is mid jump, while performing a dance routine.","A young girl is in the middle of jumping during her dance routine.","5269420231.jpg#2r1e","Mladá dívka, je uprostřed skoku, zatímco předvádí taneční číslo.","Mladá dívka je uprostřed skoku během svého tanečního vystoupení."
"entailment","A young girl, is mid jump, while performing a dance routine.","A young girl is dancing.","5269420231.jpg#2r1n","Mladá dívka, je uprostřed skoku, zatímco předvádí taneční číslo.","Tančí mladá dívka."
"neutral","a young man pouring tea inside of a glass jar.","A man is getting ready to drink ice tea.","4637210622.jpg#2r1n","mladík nalévající čaj do skleněné nádoby.","Muž se chystá pít ledový čaj."
"contradiction","a young man pouring tea inside of a glass jar.","A man is drinking moonshine.","4637210622.jpg#2r1c","mladík nalévající čaj do skleněné nádoby.","Chlap pije pálenku."
"entailment","a young man pouring tea inside of a glass jar.","A man is pouring a glass of tea.","4637210622.jpg#2r1e","mladík nalévající čaj do skleněné nádoby.","Nějaký muž nalévá sklenici čaje."
"entailment","A girl climbing a chain link fence.","A girl is on a fence.","2351762979.jpg#3r1e","Dívka, která leze po drátěném plotě.","Dívka je na plotě."
"contradiction","A girl climbing a chain link fence.","The girl falls from the fence.","2351762979.jpg#3r1c","Dívka, která leze po drátěném plotě.","Dívka padá z plotu."
"neutral","A girl climbing a chain link fence.","The girl climbs the fence to get to school.","2351762979.jpg#3r1n","Dívka, která leze po drátěném plotě.","Dívka přelézá plot, aby se dostala do školy."
"neutral","Older men and women dancing in front of a stage, a man in a white hat twirling a woman in a red flower print skirt and white shirt.","People put on a show.","3216866097.jpg#0r1n","Starší muži a ženy tančí před pódiem, muž v bílém klobouku točí ženou v červené sukni s potiskem květin a bílé košili.","Lidé se předvádějí."
"entailment","Older men and women dancing in front of a stage, a man in a white hat twirling a woman in a red flower print skirt and white shirt.","Some old people perform onstage.","3216866097.jpg#0r1e","Starší muži a ženy tančí před pódiem, muž v bílém klobouku točí ženou v červené sukni s potiskem květin a bílé košili.","Někteří staří lidé vystupují na pódiu."
"-","Older men and women dancing in front of a stage, a man in a white hat twirling a woman in a red flower print skirt and white shirt.","People watch a show.","3216866097.jpg#0r1c","Starší muži a ženy tančí před pódiem, muž v bílém klobouku točí ženou v červené sukni s potiskem květin a bílé košili.","Lidé sledují show."
"entailment","A man and a woman stand in front of a Christmas tree contemplating a single thought.","Two people stand lost in thought in front of a tree.","3188044631.jpg#1r1e","Muž a žena stojí před vánočním stromkem a uvažují o jediné myšlence.","Dva lidé stojí ztraceni v myšlenkách před stromem."
"neutral","A man and a woman stand in front of a Christmas tree contemplating a single thought.","Two people wonder how a Christmas tree got inside their house in the middle of July.","3188044631.jpg#1r1n","Muž a žena stojí před vánočním stromkem a uvažují o jediné myšlence.","Dva lidé se diví, jak se jim uprostřed července dostal do domu vánoční stromek."
"contradiction","A man and a woman stand in front of a Christmas tree contemplating a single thought.","Two people talk loudly in front of a cactus.","3188044631.jpg#1r1c","Muž a žena stojí před vánočním stromkem a uvažují o jediné myšlence.","Dva lidé si hlasitě povídají před kaktusem."
"contradiction","A young couple thinking about their Christmas decorations.","The couple are decorating for Halloween.","3188044631.jpg#3r1c","Mladý pár přemýšlí o své vánoční výzdobě.","Pár zdobí na Halloween."
"-","A young couple thinking about their Christmas decorations.","A young couple is decorating for Christmas.","3188044631.jpg#3r1e","Mladý pár přemýšlí o své vánoční výzdobě.","Mladý pár zdobí na Vánoce."
"neutral","A young couple thinking about their Christmas decorations.","The couple has their Christmas tree out.","3188044631.jpg#3r1n","Mladý pár přemýšlí o své vánoční výzdobě.","Pár má venku vánoční stromek."
"entailment","A group of people standing in a restaurant.","There are people in a restaurant.","823498977.jpg#2r1e","Skupina lidí stojící v restauraci.","V restauraci jsou lidi."
"neutral","A group of people standing in a restaurant.","A group of people are eating tacos at a restaurant.","823498977.jpg#2r1c","Skupina lidí stojící v restauraci.","Skupina lidí jí v restauraci tacos."
"neutral","A group of people standing in a restaurant.","A party waits to be seated at a restaurant.","823498977.jpg#2r1n","Skupina lidí stojící v restauraci.","Večírek čeká na sezení v restauraci."
"entailment","An olympian leaps over an obstacle.","An athelete jumps.","5060860492.jpg#3r1e","Olympionik přeskočí překážku.","Ateliér skáče."
"contradiction","An olympian leaps over an obstacle.","An old woman sleeps in the kitchen.","5060860492.jpg#3r1c","Olympionik přeskočí překážku.","Stará žena spí v kuchyni."
"neutral","An olympian leaps over an obstacle.","A sprinter hurdles the barrier.","5060860492.jpg#3r1n","Olympionik přeskočí překážku.","Překonává bariéru sprinter."
"contradiction","A couple is sitting down smiling, with the woman linking arms with the man.","A couple is standing and frowning.","3692072577.jpg#2r1c","Sedí tu pár, usmívá se a žena si s mužem podávají ruce.","Pár stojí a mračí se."
"entailment","A couple is sitting down smiling, with the woman linking arms with the man.","A couple is sitting down and smiling at each other.","3692072577.jpg#2r1n","Sedí tu pár, usmívá se a žena si s mužem podávají ruce.","Pár si sedá a usmívá se na sebe."
"entailment","A couple is sitting down smiling, with the woman linking arms with the man.","A couple is sitting down and smiling.","3692072577.jpg#2r1e","Sedí tu pár, usmívá se a žena si s mužem podávají ruce.","Pár si sedá a usmívá se."
"contradiction","A child floating on a blue raft while a woman holds on to him while a black dog swims nearby.","Nobody floats.","3604928725.jpg#0r1c","Dítě plující na modrém voru, zatímco se ho drží žena, zatímco poblíž plave černý pes.","Nikdo neplave."
"entailment","A child floating on a blue raft while a woman holds on to him while a black dog swims nearby.","A person floating","3604928725.jpg#0r1e","Dítě plující na modrém voru, zatímco se ho drží žena, zatímco poblíž plave černý pes.","Plovoucí osoba"
"neutral","A child floating on a blue raft while a woman holds on to him while a black dog swims nearby.","A funny person floating","3604928725.jpg#0r1n","Dítě plující na modrém voru, zatímco se ho drží žena, zatímco poblíž plave černý pes.","Vtipný člověk vznášející se"
"neutral","A man lying on the grass on a rugby field, holding a rugby ball.","A many sleeping with his rugby ball.","3666574371.jpg#1r1n","Muž ležící na trávě na ragbyovém hřišti s míčem v ruce.","Mnozí spí s jeho ragbyovým míčem."
"contradiction","A man lying on the grass on a rugby field, holding a rugby ball.","A man lying on a field holding a wrecking ball.","3666574371.jpg#1r1c","Muž ležící na trávě na ragbyovém hřišti s míčem v ruce.","Muž ležící na hřišti s demoliční koulí v ruce."
"entailment","A man lying on the grass on a rugby field, holding a rugby ball.","A man lying in the grass holding on to a ball.","3666574371.jpg#1r1e","Muž ležící na trávě na ragbyovém hřišti s míčem v ruce.","Muž ležící v trávě a držící míč."
"contradiction","A woman is sitting in a chair, while a man is going through the sport utility vehicle.","a dog eating a treat","157616263.jpg#2r1c","Žena sedí na židli, zatímco muž se probírá sportovně užitkovým vozidlem.","pes pojídající pamlsek"
"neutral","A woman is sitting in a chair, while a man is going through the sport utility vehicle.","a girl is sitting waiting to leave for vacation","157616263.jpg#2r1n","Žena sedí na židli, zatímco muž se probírá sportovně užitkovým vozidlem.","dívka sedí a čeká na odjezd na dovolenou"
"entailment","A woman is sitting in a chair, while a man is going through the sport utility vehicle.","a girl is sitting","157616263.jpg#2r1e","Žena sedí na židli, zatímco muž se probírá sportovně užitkovým vozidlem.","dívka sedí"
"entailment","a skier doing a trick on pole while being photographed by another man","Man photographs skier performing a trick.","3385246141.jpg#2r1e","lyžař předvádí trik na tyči, zatímco ho fotografuje jiný muž","Muž fotí lyžaře, jak předvádí trik."
"contradiction","a skier doing a trick on pole while being photographed by another man","Skier beating up photographer.","3385246141.jpg#2r1c","lyžař předvádí trik na tyči, zatímco ho fotografuje jiný muž","Lyžař mlátí fotografa."
"neutral","a skier doing a trick on pole while being photographed by another man","Skier showing off for photographer by doing a trick.","3385246141.jpg#2r1n","lyžař předvádí trik na tyči, zatímco ho fotografuje jiný muž","Lyžař se předvádí fotografovi trikem."
"entailment","A woman carries a small, unhappy child in a busy street scene.","woman carrying a child","4511383947.jpg#1r1e","Žena nese malé nešťastné dítě v rušné uliční scéně.","žena nosící dítě"
"contradiction","A woman carries a small, unhappy child in a busy street scene.","man walking a dog","4511383947.jpg#1r1c","Žena nese malé nešťastné dítě v rušné uliční scéně.","muž venčící psa"
"neutral","A woman carries a small, unhappy child in a busy street scene.","woman carrying child to the store","4511383947.jpg#1r1n","Žena nese malé nešťastné dítě v rušné uliční scéně.","žena nosící dítě do obchodu"
"neutral","Multiple men fill the scene, one in a white button up shirt using his cellphone, the others wearing pink, orange, and green shirts engaged in various activities in the background.","Three of the men are talking on their phones.","4928921729.jpg#0r1n","Celou scénu zaplní několik mužů, jeden v bílé košili s knoflíky a mobilem, ostatní v růžových, oranžových a zelených košilích, kteří se v pozadí věnují různým činnostem.","Tři muži si telefonují."
"entailment","Multiple men fill the scene, one in a white button up shirt using his cellphone, the others wearing pink, orange, and green shirts engaged in various activities in the background.","The men are wearing several different coloured shits.","4928921729.jpg#0r1e","Celou scénu zaplní několik mužů, jeden v bílé košili s knoflíky a mobilem, ostatní v růžových, oranžových a zelených košilích, kteří se v pozadí věnují různým činnostem.","Muži mají na sobě několik různobarevných hoven."
"contradiction","Multiple men fill the scene, one in a white button up shirt using his cellphone, the others wearing pink, orange, and green shirts engaged in various activities in the background.","Most of the men are dressed in white shirts.","4928921729.jpg#0r1c","Celou scénu zaplní několik mužů, jeden v bílé košili s knoflíky a mobilem, ostatní v růžových, oranžových a zelených košilích, kteří se v pozadí věnují různým činnostem.","Většina mužů je oblečena v bílých košilích."
"entailment","A woman in a bright pink and green skirt carries a large wicker basket on her back up a stone-cobbled street.","The woman is carrying a basket down the street.","6982756534.jpg#0r1e","Žena v jasně růžové a zelené sukni nese na zádech po kamenné dlážděné ulici velký proutěný košík.","Ta žena nese po ulici košík."
"contradiction","A woman in a bright pink and green skirt carries a large wicker basket on her back up a stone-cobbled street.","The woman is playing soccer in the cobble stone streets of Brazil.","6982756534.jpg#0r1c","Žena v jasně růžové a zelené sukni nese na zádech po kamenné dlážděné ulici velký proutěný košík.","Ta žena hraje fotbal v dlážděných kamenných ulicích Brazílie."
"neutral","A woman in a bright pink and green skirt carries a large wicker basket on her back up a stone-cobbled street.","The woman is carrying a basket down the street in Nepal.","6982756534.jpg#0r1n","Žena v jasně růžové a zelené sukni nese na zádech po kamenné dlážděné ulici velký proutěný košík.","Žena nese košík na ulici v Nepálu."
"neutral","A big dog and a smaller dog fight over a piece of fabric.","Two dogs fighting over a toy in front of a crowd.","3292016893.jpg#3r1n","Velký pes a menší pes se perou o kus látky.","Dva psi se perou o hračku před davem."
"entailment","A big dog and a smaller dog fight over a piece of fabric.","Two dogs fighting over a piece of fabric","3292016893.jpg#3r1e","Velký pes a menší pes se perou o kus látky.","Dva psi se perou o kus látky."
"contradiction","A big dog and a smaller dog fight over a piece of fabric.","A group of dogs fighting over a dead body.","3292016893.jpg#3r1c","Velký pes a menší pes se perou o kus látky.","Skupina psů bojující o mrtvé tělo."
"contradiction","A young girl with blond-hair eating a peach.","A young girl does aerobics.","312427606.jpg#1r1c","Mladá dívka s blond vlasy jí broskev.","Mladá holka dělá aerobik."
"entailment","A young girl with blond-hair eating a peach.","There is fruit present.","312427606.jpg#1r1e","Mladá dívka s blond vlasy jí broskev.","Je tu ovoce."
"neutral","A young girl with blond-hair eating a peach.","A young girl eating a peach, while discussing the times of old with her friend.","312427606.jpg#1r1n","Mladá dívka s blond vlasy jí broskev.","Mladá dívka jí broskev, zatímco se svým přítelem probírá staré časy."
"neutral","The man white purple and white polka-dotted shirts is eating and looking to his right while the woman behind him has a confused look on her face.","The guy is eating a sandwich while a lady wonders what's in the sandwich.","930126921.jpg#0r1n","Muž v bílých fialových a bílých košilích s puntíky jí a dívá se doprava, zatímco žena za ním má ve tváři zmatený výraz.","Chlap jí sendvič, zatímco dáma přemýšlí, co v něm je."
"contradiction","The man white purple and white polka-dotted shirts is eating and looking to his right while the woman behind him has a confused look on her face.","A person is jumping out of a plane.","930126921.jpg#0r1c","Muž v bílých fialových a bílých košilích s puntíky jí a dívá se doprava, zatímco žena za ním má ve tváři zmatený výraz.","Člověk vyskakuje z letadla."
"entailment","The man white purple and white polka-dotted shirts is eating and looking to his right while the woman behind him has a confused look on her face.","A person is consuming food.","930126921.jpg#0r1e","Muž v bílých fialových a bílých košilích s puntíky jí a dívá se doprava, zatímco žena za ním má ve tváři zmatený výraz.","Člověk konzumuje jídlo."
"neutral","Several people talk and drink beer while sitting around a picnic table.","Several enemies talk and drink beer around a table discussing peace treaties.","2688848759.jpg#1r1c","Několik lidí si povídá a popíjí pivo, zatímco sedí kolem piknikového stolu.","Několik nepřátel mluví a pije pivo u stolu a diskutuje o mírových smlouvách."
"entailment","Several people talk and drink beer while sitting around a picnic table.","People talking and drinking while sitting at a table outside.","2688848759.jpg#1r1e","Několik lidí si povídá a popíjí pivo, zatímco sedí kolem piknikového stolu.","Lidé si povídají a pijí, zatímco sedí venku u stolu."
"neutral","Several people talk and drink beer while sitting around a picnic table.","Several friends talk and drink beer while sitting around a picnic table.","2688848759.jpg#1r1n","Několik lidí si povídá a popíjí pivo, zatímco sedí kolem piknikového stolu.","Několik přátel si povídá a pije pivo, zatímco sedí kolem piknikového stolu."
"contradiction","A dirty, shirtless homeless man sits on the sidewalk, holding his cup up to passerby asking for change.","A businessman eats lunch in the cafe.","4637466845.jpg#1r1c","Na chodníku sedí špinavý bezdomovec bez košile a podává kolemjdoucímu šálek s prosbou o drobné.","Obchodník jí oběd v kavárně."
"neutral","A dirty, shirtless homeless man sits on the sidewalk, holding his cup up to passerby asking for change.","A homeless man in torn jeans begs.","4637466845.jpg#1r1n","Na chodníku sedí špinavý bezdomovec bez košile a podává kolemjdoucímu šálek s prosbou o drobné.","Bezdomovec v roztrhaných džínách prosí."
"entailment","A dirty, shirtless homeless man sits on the sidewalk, holding his cup up to passerby asking for change.","A homeless man begs.","4637466845.jpg#1r1e","Na chodníku sedí špinavý bezdomovec bez košile a podává kolemjdoucímu šálek s prosbou o drobné.","Bezdomovec žebrá."
"neutral","A person shovels the snow in the city as the snow continues to fall.","The man is clearing his driveway.","4358650450.jpg#3r1n","Člověk odhazuje sníh ve městě, zatímco sníh stále padá.","Muž si čistí příjezdovou cestu."
"entailment","A person shovels the snow in the city as the snow continues to fall.","The man is working in the snow.","4358650450.jpg#3r1e","Člověk odhazuje sníh ve městě, zatímco sníh stále padá.","Ten člověk pracuje ve sněhu."
"contradiction","A person shovels the snow in the city as the snow continues to fall.","The man is playing a guitar.","4358650450.jpg#3r1c","Člověk odhazuje sníh ve městě, zatímco sníh stále padá.","Ten chlap hraje na kytaru."
"contradiction","A man with white hair wearing a gray suit speaks into a microphone with a metal jug sitting in front of him.","A man is riding in a spaceship to the moon.","2366306683.jpg#0r1c","Muž s bílými vlasy v šedém obleku promluví do mikrofonu a před ním stojí kovový džbán.","Muž letí v kosmické lodi na Měsíc."
"neutral","A man with white hair wearing a gray suit speaks into a microphone with a metal jug sitting in front of him.","A man is giving a speech on personal finance.","2366306683.jpg#0r1n","Muž s bílými vlasy v šedém obleku promluví do mikrofonu a před ním stojí kovový džbán.","Muž má projev o osobních financích."
"entailment","A man with white hair wearing a gray suit speaks into a microphone with a metal jug sitting in front of him.","A man is speaking.","2366306683.jpg#0r1e","Muž s bílými vlasy v šedém obleku promluví do mikrofonu a před ním stojí kovový džbán.","Mluví muž."
"contradiction","A man is holding on to a piece of rope, sitting in an inflatable boat, in front of several other larger boats.","A man is underwater.","2766640854.jpg#1r1c","Muž se drží kusu lana, sedí v nafukovacím člunu před několika dalšími většími čluny.","Muž je pod vodou."
"entailment","A man is holding on to a piece of rope, sitting in an inflatable boat, in front of several other larger boats.","A man is afloat.","2766640854.jpg#1r1n","Muž se drží kusu lana, sedí v nafukovacím člunu před několika dalšími většími čluny.","Muž je na hladině."
"entailment","A man is holding on to a piece of rope, sitting in an inflatable boat, in front of several other larger boats.","A man sits in a floating raft by some boats.","2766640854.jpg#1r1e","Muž se drží kusu lana, sedí v nafukovacím člunu před několika dalšími většími čluny.","Muž sedí na plovoucím voru u nějakých lodí."
"contradiction","A group of people are buying fruits and vegetables from a stand located in a street market.","The people are buying clothing at a stall in the street market.","228280436.jpg#1r1c","Skupina lidí nakupuje ovoce a zeleninu ze stánku umístěného na pouličním trhu.","Lidé kupují oblečení ve stánku na pouličním trhu."
"neutral","A group of people are buying fruits and vegetables from a stand located in a street market.","The people are inspecting the vegetables.","228280436.jpg#1r1n","Skupina lidí nakupuje ovoce a zeleninu ze stánku umístěného na pouličním trhu.","Lidé si prohlížejí zeleninu."
"entailment","A group of people are buying fruits and vegetables from a stand located in a street market.","The stand selling produce is in a street market.","228280436.jpg#1r1e","Skupina lidí nakupuje ovoce a zeleninu ze stánku umístěného na pouličním trhu.","Prodejní stánek je na pouličním trhu."
"neutral","A small dog looking up to his loving owner.","A dog is playing with his owner.","2234018985.jpg#4r1n","Malý pes vzhlížející ke svému milujícímu páníčkovi.","Pes si hraje se svým páníčkem."
"contradiction","A small dog looking up to his loving owner.","Some people are shopping.","2234018985.jpg#4r1c","Malý pes vzhlížející ke svému milujícímu páníčkovi.","Někteří lidé nakupují."
"entailment","A small dog looking up to his loving owner.","A dog is looking up.","2234018985.jpg#4r1e","Malý pes vzhlížející ke svému milujícímu páníčkovi.","Pes se dívá nahoru."
"entailment","A brown and white dog is chained up near a red chair.","The dog is chained to a chair.","2234018985.jpg#2r1e","U červené židle je přivázaný hnědobílý pes.","Pes je připoután k židli."
"contradiction","A brown and white dog is chained up near a red chair.","The dog is loose running around the yard.","2234018985.jpg#2r1c","U červené židle je přivázaný hnědobílý pes.","Pes volně pobíhá po dvoře."
"neutral","A brown and white dog is chained up near a red chair.","The dog is sitting.","2234018985.jpg#2r1n","U červené židle je přivázaný hnědobílý pes.","Ten pes sedí."
"neutral","A woman in a red shirt looks at a map while with a view of a river and several boats in the background.","A woman in red is out camping near water.","6596861005.jpg#0r1n","Žena v červené košili se dívá na mapu s výhledem na řeku a několik člunů v pozadí.","Žena v červeném táboří u vody."
"entailment","A woman in a red shirt looks at a map while with a view of a river and several boats in the background.","A woman looks at a map outdoors, a river and boats are behind her.","6596861005.jpg#0r1e","Žena v červené košili se dívá na mapu s výhledem na řeku a několik člunů v pozadí.","Žena se dívá na mapu venku, za ní je řeka a lodě."
"contradiction","A woman in a red shirt looks at a map while with a view of a river and several boats in the background.","A girl is buying a cup of coffee.","6596861005.jpg#0r1c","Žena v červené košili se dívá na mapu s výhledem na řeku a několik člunů v pozadí.","Dívka si kupuje šálek kávy."
"contradiction","The African American man protests against unlawful sex.","The man sings and dances in the park.","4818429638.jpg#2r1c","Afroameričan protestuje proti nezákonnému sexu.","Muž zpívá a tančí v parku."
"neutral","The African American man protests against unlawful sex.","The man protests in something he doesn't believe in.","4818429638.jpg#2r1n","Afroameričan protestuje proti nezákonnému sexu.","Muž protestuje proti něčemu, v co nevěří."
"entailment","The African American man protests against unlawful sex.","The man protests.","4818429638.jpg#2r1e","Afroameričan protestuje proti nezákonnému sexu.","Muž protestuje."
"entailment","One young woman in a blue uniform helping another young woman in a blue sweatshirt with a white band around her arm.","A person in a uniform","7646106950.jpg#1r1e","Jedna mladá žena v modré uniformě pomáhá jiné mladé ženě v modré mikině s bílým páskem kolem paže.","Osoba v uniformě"
"contradiction","One young woman in a blue uniform helping another young woman in a blue sweatshirt with a white band around her arm.","Nobody is wearing a uniform","7646106950.jpg#1r1c","Jedna mladá žena v modré uniformě pomáhá jiné mladé ženě v modré mikině s bílým páskem kolem paže.","Nikdo nenosí uniformu"
"neutral","One young woman in a blue uniform helping another young woman in a blue sweatshirt with a white band around her arm.","A tall person in a uniform","7646106950.jpg#1r1n","Jedna mladá žena v modré uniformě pomáhá jiné mladé ženě v modré mikině s bílým páskem kolem paže.","Vysoký člověk v uniformě"
"contradiction","Two dogs either fighting or playing together.","The dogs are asleep on the sofa.","2823075967.jpg#3r1c","Dva psi se buď perou, nebo si spolu hrají.","Psi spí na pohovce."
"neutral","Two dogs either fighting or playing together.","The dogs are in a meadow.","2823075967.jpg#3r1n","Dva psi se buď perou, nebo si spolu hrají.","Psi jsou na louce."
"entailment","Two dogs either fighting or playing together.","There are at least two dogs.","2823075967.jpg#3r1e","Dva psi se buď perou, nebo si spolu hrají.","Jsou tam nejméně dva psi."
"entailment","A group of young boys wearing track jackets stretch their legs on a gym floor as they sit in a circle.","There are boys in the gym.","5405152070.jpg#1r1e","Skupina mladých chlapců v teplákových bundách si protahuje nohy na podlaze tělocvičny, zatímco sedí v kruhu.","V tělocvičně jsou kluci."
"contradiction","A group of young boys wearing track jackets stretch their legs on a gym floor as they sit in a circle.","A group of boys are studying for a test.","5405152070.jpg#1r1c","Skupina mladých chlapců v teplákových bundách si protahuje nohy na podlaze tělocvičny, zatímco sedí v kruhu.","Skupina chlapců se učí na test."
"entailment","A group of young boys wearing track jackets stretch their legs on a gym floor as they sit in a circle.","The boys in their track jackets in the gym stretch their legs.","5405152070.jpg#1r2n","Skupina mladých chlapců v teplákových bundách si protahuje nohy na podlaze tělocvičny, zatímco sedí v kruhu.","Kluci v teplákovkách v tělocvičně si protahují nohy."
"-","A group of young boys wearing track jackets stretch their legs on a gym floor as they sit in a circle.","The boys stretch the floor of the gym wearing circles on their jackets.","5405152070.jpg#1r2c","Skupina mladých chlapců v teplákových bundách si protahuje nohy na podlaze tělocvičny, zatímco sedí v kruhu.","Chlapci se protahují po podlaze tělocvičny a na bundách mají kruhy."
"entailment","A group of young boys wearing track jackets stretch their legs on a gym floor as they sit in a circle.","Wearing their track jackets, the boys form a circle and stretch their legs in the gym.","5405152070.jpg#1r2e","Skupina mladých chlapců v teplákových bundách si protahuje nohy na podlaze tělocvičny, zatímco sedí v kruhu.","Chlapci v teplákových bundách vytvoří kruh a protáhnou si nohy v tělocvičně."
"entailment","A group of young boys wearing track jackets stretch their legs on a gym floor as they sit in a circle.","A group of boys are preparing to work out.","5405152070.jpg#1r1n","Skupina mladých chlapců v teplákových bundách si protahuje nohy na podlaze tělocvičny, zatímco sedí v kruhu.","Skupina chlapců se připravuje na cvičení."
"entailment","A group of young band members wearing black perform on instruments including the saxophone and the trombone.","A group of musicians playing","2386924148.jpg#0r1n","Skupina mladých členů kapely v černém vystupuje na nástroje včetně saxofonu a trombónu.","Skupina muzikantů hrající"
"entailment","A group of young band members wearing black perform on instruments including the saxophone and the trombone.","A group of musicians","2386924148.jpg#0r1e","Skupina mladých členů kapely v černém vystupuje na nástroje včetně saxofonu a trombónu.","Skupina hudebníků"
"contradiction","A group of young band members wearing black perform on instruments including the saxophone and the trombone.","A group of athletes","2386924148.jpg#0r1c","Skupina mladých členů kapely v černém vystupuje na nástroje včetně saxofonu a trombónu.","Skupina sportovců"
"entailment","A woman in a gray sweatshirt is sitting on the floor with her small dog that is wrapped in a blanket.","The woman is near her dog.","2414035800.jpg#0r1e","Na podlaze sedí žena v šedé mikině se svým malým psem, který je zabalený v dece.","Ta žena je blízko svého psa."
"neutral","A woman in a gray sweatshirt is sitting on the floor with her small dog that is wrapped in a blanket.","The woman is wearing jeans.","2414035800.jpg#0r1n","Na podlaze sedí žena v šedé mikině se svým malým psem, který je zabalený v dece.","Ta žena má na sobě džíny."
"contradiction","A woman in a gray sweatshirt is sitting on the floor with her small dog that is wrapped in a blanket.","The woman is swimming in the ocean.","2414035800.jpg#0r1c","Na podlaze sedí žena v šedé mikině se svým malým psem, který je zabalený v dece.","Ta žena plave v oceánu."
"contradiction","Two men sitting in a living room, one wearing cultural clothing and another in a white shirt and shorts, contemplating on their bike and moped.","Two men in blue suits are selling bikes and mopeds.","2583635522.jpg#1r1c","Dva muži sedící v obývacím pokoji, jeden v kulturním oblečení a druhý v bílé košili a šortkách, rozjímající na kole a mopedu.","Dva muži v modrých oblecích prodávají kola a mopedy."
"entailment","Two men sitting in a living room, one wearing cultural clothing and another in a white shirt and shorts, contemplating on their bike and moped.","Two men dressing in different types of clothing are comparing their bike and moped.","2583635522.jpg#1r1e","Dva muži sedící v obývacím pokoji, jeden v kulturním oblečení a druhý v bílé košili a šortkách, rozjímající na kole a mopedu.","Dva muži oblečení do různých typů oblečení porovnávají své kolo a moped."
"neutral","Two men sitting in a living room, one wearing cultural clothing and another in a white shirt and shorts, contemplating on their bike and moped.","A man in traditional dress wants his friend to trade his moped for his bike.","2583635522.jpg#1r1n","Dva muži sedící v obývacím pokoji, jeden v kulturním oblečení a druhý v bílé košili a šortkách, rozjímající na kole a mopedu.","Muž v tradičním oblečení chce, aby jeho přítel vyměnil moped za jeho kolo."
"entailment","Three men sitting in a room looking at their one motorbike and one pedal bike.","Men look at their bikes.","2583635522.jpg#2r1e","Tři muži sedí v místnosti a dívají se na svou jednu motorku a jednu šlapací motorku.","Muži se dívají na kola."
"neutral","Three men sitting in a room looking at their one motorbike and one pedal bike.","Men prepare to fix their damaged bikes.","2583635522.jpg#2r1n","Tři muži sedí v místnosti a dívají se na svou jednu motorku a jednu šlapací motorku.","Muži se připravují na opravu svých poškozených kol."
"contradiction","Three men sitting in a room looking at their one motorbike and one pedal bike.","Three women ride bikes through the park.","2583635522.jpg#2r1c","Tři muži sedí v místnosti a dívají se na svou jednu motorku a jednu šlapací motorku.","Tři ženy projíždějí parkem na kole."
"entailment","Two boys running down a outer hallway of an apartment building, with one running into frame with the other running ahead down the hall.","Two boys are moving at high speed.","3775526174.jpg#0r1e","Dva chlapci běží vnější chodbou činžovního domu, přičemž jeden běží do rámu a druhý běží chodbou před nimi.","Dva chlapci se pohybují vysokou rychlostí."
"-","Two boys running down a outer hallway of an apartment building, with one running into frame with the other running ahead down the hall.","Two boys are near each other.","3775526174.jpg#0r1c","Dva chlapci běží vnější chodbou činžovního domu, přičemž jeden běží do rámu a druhý běží chodbou před nimi.","Dva kluci jsou blízko sebe."
